sgRNA_Manual,10x5x3xpool_Dep,10x5x3xWOR_Dep,10x5x3xWR_Dep,20x10x5xpool_Dep,20x10x5xWOR_Dep,20x10x5xWR_Dep,Spike-in_IC55_Depletion,Spike-in_IC55_Dep_Cond,1X_Depletion,Condition_1X_IC30_Dep
1587,49.82712858,0.63522475,6.645041177,61.70437823,-4.585501678,-88.42315526,34.26878198,5x3x2xpool_Dep,89.71631206,ON_0R
1391,48.23814069,14.75870897,4.142874568,53.992127,2.089228142,-77.78764439,39.59160963,5x3x2xpool_Dep,59.17992656,ON_0R
1592,54.16328049,5.715503326,-6.029316122,60.95229915,13.70337819,-79.60428088,33.97054352,5x3x2xpool_Dep,91.92156863,ON_0R
1619,17.98254306,47.44632039,44.8046137,38.99220739,45.30908737,40.00003419,10.39430628,5x3x2xpool_Dep,91.48211244,ON_0R
1593,41.80595906,-26.15020185,-27.30776522,52.97515515,-21.92606101,-41.41023359,27.3706733,5x3x2xpool_Dep,50.39808917,ON_05R
1458,58.18072688,-67.15768642,-76.37722371,58.96066884,-52.6108023,-111.1609325,38.07732387,5x3x2xpool_Dep,80,ON_0R
1990,55.70823039,6.760147648,14.26219089,64.49981956,3.322068199,-65.39006636,47.28642662,5x3x2xpool_Dep,74.75013151,ON_0R
1390,65.31219516,-58.32169737,-73.62186607,63.20414947,-43.50092671,-130.7841989,-32.85711869,5x3x2xWOR_Dep,74.36440678,ON_0R
1466,44.06870012,6.213742007,4.653982093,56.3561668,-1.282205218,-5.633328747,25.96540881,5x3x2xpool_Dep,95.83333333,ON_0R
1449,-265.401706,27.79409817,27.04633801,-196.6205642,16.51962909,84.63308887,-218.2244338,5x3x2xpool_Dep,97.36842105,ON_01R
1742,28.94319154,-31.1706622,-42.53512843,39.5068771,-29.72435967,67.46869525,20.89093428,5x3x2xpool_Dep,98.04131054,ON_01R
1849,42.84773972,32.4894774,45.60224414,59.88244368,20.58780788,-31.84751079,43.85427125,5x3x2xpool_Dep,66.59751037,ON_0R
1568,48.84639578,2.245693503,-3.128323787,58.81364893,-3.567725022,-12.94268217,34.64370448,5x3x2xpool_Dep,77.2002772,ON_01R
1944,69.67018887,-26.14173643,-13.52249723,73.33816487,-18.34580343,-108.0293041,-5.74777079,5x3x2xWOR_Dep,65.15353805,ON_01R
1572,49.12899658,-28.64742991,-22.79072303,56.17414246,-19.98813299,-114.44095,35.08481761,5x3x2xpool_Dep,49.53457447,ON_05R
1452,-150.8917624,-0.527364357,-1.679928637,-271.1793975,12.10166075,87.48612682,-136.1453128,5x3x2xpool_Dep,97.70220588,ON_01R
1839,32.41203679,31.24924365,28.46531,49.01687518,24.8132711,-43.27678629,17.26537341,5x3x2xpool_Dep,74.11214953,ON_0R
1834,51.60711096,9.772161317,25.15398689,55.03118728,14.55307338,-19.10361546,33.10875969,5x3x2xpool_Dep,82.36220472,ON_0R
1688,52.21202207,13.38761831,16.8601608,56.4548724,27.09859662,-54.38125245,31.74672086,5x3x2xpool_Dep,39.56043956,WOR_SP
2035,57.95867765,18.32686731,20.77119826,60.33318704,29.71970354,-22.53155256,39.01092795,5x3x2xpool_Dep,79.7752809,ON_0R
2065,35.56044887,77.10890183,78.0778174,51.30539332,76.32496156,80.58201275,33.06284414,5x3x2xpool_Dep,79.26587302,ON_0R
1575,55.96401637,-39.28539325,-25.8685022,59.40544458,-24.94352254,-97.12750432,35.66382523,5x3x2xpool_Dep,55.6174559,ON_01R
1408,27.98429543,-1.969954764,-2.439884658,45.52597248,-13.04711869,27.54887709,4.990706347,5x3x2xpool_Dep,97.0677452,ON_0R
1848,52.78079419,51.29373749,42.91555485,56.94940805,50.50752598,3.41621835,34.88141317,5x3x2xpool_Dep,60.51040967,ON_01R
1419,45.69232131,35.00077573,28.27455852,50.3047891,24.0415496,11.89505264,29.29445603,5x3x2xpool_Dep,94.88054608,ON_01R
1476,56.19832671,-60.2091139,-73.67818879,55.6280371,-41.9987487,-141.377032,27.41048722,5x3x2xpool_Dep,74.52339688,ON_0R
1439,45.59052595,-31.88263474,-32.54852884,59.15799902,-44.55040334,-109.6770639,34.94202168,5x3x2xpool_Dep,79.70954357,ON_0R
1460,-100.971049,6.375532944,2.897566582,-152.5000827,0.510968608,24.73135222,-53.23948251,5x3x2xpool_Dep,95.67053854,ON_01R
1832,22.22876969,-40.31073291,-41.83755784,39.80432249,-34.4570019,-168.6044184,-5.231863541,5x3x2xpool_Dep,12.81895504,#N/A
1678,33.56529844,13.98244202,12.69521466,47.54786452,5.51693129,-64.46821203,12.4026072,5x3x2xpool_Dep,94.78672986,ON_0R
1506,5.681890137,35.93420133,42.95459797,40.59918846,28.636186,-54.84611643,2.233994892,5x3x2xpool_Dep,56.15906887,ON_0R
1852,45.2728921,-14.75965302,-19.42495828,55.22792492,-6.475516696,-103.4972032,31.22666281,5x3x2xpool_Dep,52.47524752,ON_0R
1769,-55.13876996,-104.6026542,-112.3649877,-86.49075287,-112.2610622,23.70817465,-28.73361516,5x3x2xpool_Dep,95.05865624,ON_01R
1879,64.02081589,-12.35612169,-2.339226346,67.0307402,6.185762615,-42.53282703,51.31008757,5x3x2xpool_Dep,69.7518444,ON_0R
2015,-165.3496729,51.38426428,49.84603569,-280.9410511,43.24397914,77.11737416,-159.0658086,5x3x2xpool_Dep,98.32572298,ON_0R
1854,13.6963043,1.360911453,3.202903368,41.75247525,-13.14456728,-111.0575637,5.377991764,5x3x2xpool_Dep,24.35105068,#N/A
1662,16.68511244,-62.79345975,-62.25263941,34.76930265,-48.59717068,-234.5583749,-12.06800599,5x3x2xpool_Dep,50,#N/A
1560,31.53724206,-28.61461763,-23.09505394,47.24821867,-23.05945723,-110.9040379,8.755978102,5x3x2xpool_Dep,15.27093596,#N/A
1649,34.70007536,-29.84794717,-33.47886605,49.40476577,-31.3945897,-92.47222002,16.01623692,5x3x2xpool_Dep,76.10208817,WR_0R
1800,16.55920754,63.97187668,61.01855219,45.82576447,53.0405725,24.15101042,18.26496247,5x3x2xpool_Dep,1.025163094,#N/A
1621,52.34247046,55.22131241,60.34616749,53.27472186,63.59641474,34.13394619,37.21336017,5x3x2xpool_Dep,86.5248227,ON_0R
1846,-5.263768946,17.08523209,12.04741123,-75.33699691,13.66841999,46.04360606,0.280042616,5x3x2xpool_Dep,89.85239852,ON_0R
1432,45.78599885,-89.31141964,-90.69716775,52.99885423,-76.63722092,-194.4449121,29.64768313,5x3x2xpool_Dep,58.82352941,ON_0R
1474,26.0234424,18.18426307,11.75772145,40.10741747,10.62910584,-66.27315648,13.26722993,5x3x2xpool_Dep,69.14728682,ON_0R
1661,-331.0044028,-32.93521547,-32.59384351,-327.804161,-45.29297389,84.870326,-314.8933255,5x3x2xpool_Dep,97.69286229,ON_01R
1412,49.90706193,13.29681723,10.21249929,58.26738598,5.814753371,70.24695266,37.21666257,5x3x2xpool_Dep,97.65130985,ON_0R
1571,59.4252354,-83.76385245,-69.18111026,64.13500856,-67.93421506,-174.1302575,47.65477127,5x3x2xpool_Dep,93.06260575,ON_0R
1644,-35.24921532,27.22208337,32.39577409,-76.15106414,32.86323305,66.81283004,-9.256396405,5x3x2xpool_Dep,93.71980676,ON_0R
1642,31.02595551,31.89745687,34.88573801,50.10045024,19.13308103,47.59324545,17.33535689,5x3x2xpool_Dep,90.57971014,ON_05R
1605,52.74489161,-3.69643417,-8.2841302,62.65677412,-16.43013395,-84.45011303,36.89220088,5x3x2xpool_Dep,4.705882353,#N/A
1509,-3.305486178,-17.41070404,-16.42571029,35.24506472,-34.64050432,-154.3224097,-19.07445255,5x3x2xpool_Dep,45.42314335,WR_01R
1687,54.30291049,24.16437222,28.96625964,61.2684688,36.06990593,-12.6405528,43.79331726,5x3x2xpool_Dep,76.39198218,ON_0R
1343,-111.8749182,-32.37046081,-28.35601525,-168.6221862,-39.29238564,7.817464827,-74.96553829,5x3x2xpool_Dep,61.18626431,ON_05R
1860,27.96510126,55.03410182,56.36418339,46.04424025,52.66968403,25.72025426,13.73029589,5x3x2xpool_Dep,42.31974922,ON_05R
1892,41.65293113,-9.80512957,-6.869257402,60.80602274,-18.2508592,-93.94381762,29.22489819,5x3x2xpool_Dep,25.97684515,#N/A
1513,28.32714322,32.16534474,30.10729086,46.61486401,27.80214595,-3.892535997,29.54229657,5x3x2xpool_Dep,62.17105263,ON_0R
1984,48.68817158,46.0192456,39.18129243,63.94142661,33.73106854,-14.68346826,36.89220088,5x3x2xpool_Dep,65.13157895,ON_05R
1444,-289.7367302,-19.35616329,-16.61885307,-374.1757507,-19.60082384,53.38707367,-177.2296541,5x3x2xpool_Dep,97.18309859,ON_01R
1625,33.69092247,23.49889388,17.84103653,48.40488497,18.22636067,1.146587704,17.90855399,5x3x2xpool_Dep,89.59349593,ON_0R
1853,54.20703376,5.979001666,13.31554322,53.14399855,35.89228275,-16.63912614,34.14090719,5x3x2xpool_Dep,44.90358127,ON_05R
2014,46.16870353,75.53645947,75.13753096,54.29594012,70.25038857,59.42526925,26.27351512,5x3x2xpool_Dep,18.94669236,#N/A
1680,23.82526476,-36.46993514,-45.94520685,28.25134717,-25.5545282,-120.0690883,3.309528028,5x3x2xpool_Dep,30,ON_0R
1600,-220.861454,42.30735302,49.0578502,-318.6683629,40.46975409,66.0133335,-133.1603142,5x3x2xpool_Dep,88.72246696,ON_01R
1950,36.85127371,27.98611446,26.73478882,46.61049126,30.73198273,-37.80149923,17.36090129,5x3x2xpool_Dep,32.66331658,ON_05R
1627,48.40383166,7.327585682,6.775364912,59.28236217,5.181637043,-34.45542383,27.67811451,5x3x2xpool_Dep,79.74522293,ON_05R
1407,54.57105043,-15.71953466,-18.00572878,65.65506726,-25.46392939,-61.19824926,42.45542284,5x3x2xpool_Dep,92.93308318,ON_0R
1640,44.34170238,2.271131309,-7.216788475,57.07748036,-0.574339015,-85.49871917,27.12966842,5x3x2xpool_Dep,58.79354291,ON_01R
1745,6.325403105,-109.2638792,-111.4700182,23.67865728,-102.414576,10.54988276,-14.8369382,5x3x2xpool_Dep,84.87199379,ON_05R
1601,52.81314723,-14.49940091,-25.23997377,58.71511165,-7.068824314,-106.5237766,38.73540503,5x3x2xpool_Dep,45.67901235,ON_05R
1894,53.62572799,31.51781148,23.21836036,61.451787,30.29708258,6.79956142,47.6152531,5x3x2xpool_Dep,74.86376022,ON_0R
1413,-534.484358,-55.61386281,-61.30428906,-425.1338661,-72.65950994,80.48074353,-300.7960501,5x3x2xpool_Dep,94.77329975,ON_01R
1375,-2.066660581,-37.02460608,-37.57847233,27.58849816,-45.15016075,-173.5226,-7.982489373,5x3x2xpool_Dep,65.68396226,ON_0R
1702,56.00739264,-49.84217493,-57.30619394,60.89951253,-62.09732629,-136.3270224,44.79177067,5x3x2xpool_Dep,44.64493597,ON_05R
1518,39.17108954,-5.173738783,-13.24219477,45.95030973,3.111789996,-77.76124467,33.13791255,5x3x2xpool_Dep,11.48648649,#N/A
1953,53.57564617,30.77590774,37.5967867,57.66296793,36.05225736,-17.02589489,37.16074471,5x3x2xpool_Dep,57.52461322,ON_0R
1508,29.76168833,-72.80411073,-79.77017637,39.31317843,-73.66379258,-202.9987183,-9.338974858,5x3x2xpool_Dep,54.60869565,ON_01R
1434,43.12759949,-36.44018818,-38.784204,57.48428047,-46.45651842,-74.46173683,30.87765957,5x3x2xpool_Dep,60.23706897,ON_0R
1435,-197.5232043,-55.33506641,-63.02499537,-315.4395417,-52.3075551,-127.2282699,-174.5458953,5x3x2xpool_Dep,52.98953662,ON_01R
1609,52.50110228,9.469175089,3.486765821,57.59660778,6.690411552,-49.29990311,31.04055047,5x3x2xpool_Dep,73.9625712,ON_0R
1756,72.77899991,-27.21041075,-57.78412471,71.07464579,-1.94535484,-59.34838359,13.15400466,5x3x2xWOR_Dep,87.25621159,ON_0R
1341,-142.7977233,-74.50747691,-68.76138457,-372.9118934,-32.66015591,96.71175079,-115.8759584,5x3x2xpool_Dep,99.10141207,ON_01R
1350,-276.7339276,-23.85835776,-21.03785311,-345.5898522,-22.19790972,95.12417537,-176.4722628,5x3x2xpool_Dep,98.2781457,ON_01R
2050,51.42769188,33.89600579,26.91310506,59.05677969,38.63505389,-22.26112034,38.71612571,5x3x2xpool_Dep,79.55641273,ON_0R
1758,59.02339999,26.68037337,23.58043426,62.90816799,37.88489058,-17.69251967,43.01119154,5x3x2xpool_Dep,81.84948352,ON_0R
1992,47.53974124,11.62026157,3.921691894,58.16670968,1.47320052,-72.62356178,36.34343741,5x3x2xpool_Dep,48.95168642,ON_0R
1954,38.86007983,-24.99444279,-26.12603729,51.27221966,-32.30325793,-131.3630141,30.75544828,5x3x2xpool_Dep,63.45646438,ON_0R
1991,50.43162867,35.7523178,38.55562395,62.27502408,31.55788481,-14.25820282,43.04681885,5x3x2xpool_Dep,44.2687747,ON_05R
1539,23.128823,29.45835325,18.35712425,42.02200919,19.38373701,-67.41724396,9.530133236,5x3x2xpool_Dep,16.19217082,#N/A
1891,61.42631956,-8.745718885,-12.971927,60.37174443,6.140549723,-57.95963888,43.43330123,5x3x2xpool_Dep,49.84756098,ON_05R
1915,38.04275195,-6.538504205,-3.146308163,51.34630462,-9.789786031,-102.5823202,22.24382123,5x3x2xpool_Dep,57.41512805,ON_0R
1586,41.83155253,-5.85570495,-20.97142394,57.19844904,-23.76239531,-133.8365065,28.66878343,5x3x2xpool_Dep,65.05660377,ON_0R
1685,-90.2075733,-28.40752576,-39.23039376,-183.3463803,-14.2950907,85.96279986,-104.8447559,5x3x2xpool_Dep,98.84453782,ON_0R
1890,64.05745563,33.26209756,38.55074702,69.2473603,34.70881739,-22.52780828,47.39467702,5x3x2xpool_Dep,85.13033175,ON_0R
1585,51.28298761,-47.70824679,-66.29064165,56.57720505,-49.60240423,-93.4946221,40.71409123,5x3x2xpool_Dep,92.94019934,ON_0R
1614,43.46810352,46.56628411,43.56577092,52.63668893,39.74530412,7.018953861,21.3953153,5x3x2xpool_Dep,37.56145526,ON_05R
1538,47.884978,0.894778201,-4.906593359,56.6876616,2.277387537,-85.02329161,29.58892443,5x3x2xpool_Dep,63.62683438,ON_0R
1388,45.75918678,1.027445975,3.606989919,54.85278832,-6.786371113,-90.43856175,37.26784254,5x3x2xpool_Dep,59.43396226,ON_0R
1656,-502.1007592,-62.4501188,-61.46350766,-554.9081972,-65.51679446,-15.12322602,-211.0178398,5x3x2xpool_Dep,96.19787408,ON_0R
1783,-88.52709405,28.06055835,24.91980297,-195.3411698,30.21278453,51.60678494,8.069832928,5x3x2xpool_Dep,98.88438134,ON_0R
2030,54.65947074,30.91704526,36.90455676,61.44360419,31.11830381,-7.556989456,33.77926012,5x3x2xpool_Dep,43.83561644,ON_05R
1675,-221.9380541,48.77570091,44.54463109,-306.1124826,49.4851456,8.957578829,-149.3989899,5x3x2xpool_Dep,94.47852761,ON_0R
1674,14.04955558,16.42831881,18.79095646,39.94172201,12.80381375,83.89467676,2.867212804,5x3x2xpool_Dep,99.15254237,ON_0R
1629,-229.3871025,52.4014284,50.94909265,-225.8166371,38.04052157,24.81712079,-99.69858605,5x3x2xpool_Dep,87.05035971,ON_0R
1530,-210.6421878,-8.115786818,-15.01323185,-255.2535611,-4.971020301,4.685319193,-135.8439502,5x3x2xpool_Dep,88.05227131,ON_01R
1898,53.15668092,21.01853162,26.65780461,60.66725431,28.39031584,-30.19845167,42.71606737,5x3x2xpool_Dep,61.80844735,ON_0R
1945,58.30849198,29.95973502,33.66132297,62.52549427,36.3206445,-8.282278484,38.70619208,5x3x2xpool_Dep,73.38995046,ON_0R
1556,55.88531956,-72.75797581,-71.45998254,58.93252105,-39.10262399,11.78460078,39.47780115,5x3x2xpool_Dep,98.91135303,ON_0R
1943,60.83822027,-10.7327699,-2.140018812,64.9147138,4.605216486,-63.63506444,38.14090924,5x3x2xpool_Dep,77.14604236,ON_0R
1415,41.54528467,34.54965183,41.61239876,51.26697369,37.45599197,-28.74298696,29.8802232,5x3x2xpool_Dep,50.73995772,ON_05R
2013,45.78207514,51.60919256,54.22124041,57.24678976,48.14831629,20.50653729,46.12748856,5x3x2xpool_Dep,60.60070671,ON_0R
1598,-294.2098266,12.21267217,12.47449179,-437.9048806,14.09175086,82.8317117,-147.2124811,5x3x2xpool_Dep,98.30795262,ON_01R
2070,59.18380821,-16.19391244,-16.19400553,70.04614097,-36.91411311,-118.6105149,54.31459941,5x3x2xpool_Dep,50.73917635,ON_05R
1567,53.30894614,-7.808143899,-6.898752324,59.62281499,-2.729780544,-8.350472362,33.69318802,5x3x2xpool_Dep,36.93340795,WOR_SP
1626,28.2197699,39.34186442,40.70449181,60.37752873,11.7950557,-27.86423889,35.24422456,5x3x2xpool_Dep,50.70126227,ON_01R
1917,50.77851363,17.71207754,21.51531056,59.62631444,18.96208156,-53.87105611,37.18481819,5x3x2xpool_Dep,61.86887717,ON_0R
2034,54.75988138,14.05829525,3.915713529,62.23560114,5.364306289,-54.0128762,53.55109195,5x3x2xpool_Dep,69.20693928,ON_0R
1564,48.68869663,19.96013943,10.96224381,59.05677969,21.05143517,20.7365062,37.87213565,5x3x2xpool_Dep,97.54299754,ON_0R
1603,47.77679489,8.06520344,11.11556033,50.74018806,25.60032815,-44.19167562,28.2148785,5x3x2xpool_Dep,31.99174407,ON_05R
1746,65.77490451,-22.950958,-25.78797728,65.98862237,-1.890350602,-76.58122823,-11.2342543,5x3x2xWOR_Dep,82.36547682,ON_0R
1986,52.80392952,-2.52289712,1.214255626,63.62051444,-19.47780636,-98.16767966,47.74513449,5x3x2xpool_Dep,88.47058824,ON_0R
1659,-510.0343152,-43.92749902,-41.89293606,-168.9343691,-71.22092481,-24.2926121,-226.3919292,5x3x2xpool_Dep,92.5443787,ON_02R
1753,69.72622481,-38.57008399,-42.96356815,67.54580463,-1.002793953,-80.70850528,53.49951644,5x3x2xpool_Dep,83.5694051,ON_0R
1424,25.61919891,-78.81107637,-93.71185219,32.35182669,-50.23447802,-160.7737903,4.529226976,5x3x2xpool_Dep,17.86427146,#N/A
1389,47.68491398,-105.7419962,-110.4636914,53.32999485,-92.70984115,-255.0872056,30.80463184,5x3x2xpool_Dep,79.98580554,ON_0R
1448,-145.4441452,8.931502192,2.21908958,-254.7093805,12.41789558,70.46038933,-60.76737231,5x3x2xpool_Dep,98.73524452,ON_01R
1999,37.95678842,41.13266557,42.17024208,48.01070894,43.69620253,-4.449635204,20.88586088,5x3x2xpool_Dep,54.13080895,ON_0R
1691,27.55014837,35.49894666,38.27502905,42.22898364,31.18243655,-46.42031456,19.1239856,5x3x2xpool_Dep,40.92769441,ON_05R
1877,60.03689536,-8.645952602,-1.367693528,64.03367033,12.8000156,-39.60975103,39.04011625,5x3x2xpool_Dep,74.25404945,ON_01R
2083,57.48170965,12.15364992,14.79613711,66.48893637,10.38154379,-62.56913519,46.19983414,5x3x2xpool_Dep,68.84113584,ON_0R
1744,56.79276822,-11.42383741,-20.79167442,61.4612755,-4.249800161,25.6829269,48.93724574,5x3x2xpool_Dep,96.50423729,ON_0R
2021,-393.6764103,68.8939838,65.39624856,-432.5963675,60.69158149,91.17344739,-320.5124261,5x3x2xpool_Dep,97.96747967,ON_0R
1922,55.9912266,18.18624564,17.13335865,56.16587907,34.43101006,-18.12662574,36.37407445,5x3x2xpool_Dep,56.80147059,ON_01R
1457,-327.0167536,27.90277101,28.97951253,-264.6505559,19.54324683,71.76732911,-195.195034,5x3x2xpool_Dep,93.84164223,ON_01R
2031,50.65166033,9.268746912,3.922937911,56.42616092,15.86416366,-53.85639344,34.70889976,5x3x2xpool_Dep,79.23025879,ON_0R
2044,49.23770913,24.960818,30.47347795,58.71840597,36.60782058,-15.61531556,31.15512824,5x3x2xpool_Dep,53.40314136,ON_0R
1658,-183.1014004,40.01972645,43.04534681,-253.5328643,45.20981861,27.61302499,-10.98627812,5x3x2xpool_Dep,80.65083553,ON_0R
1353,-472.7695859,-32.6577256,-29.21356892,-455.1359276,-40.81870232,93.22858226,-271.7623075,5x3x2xpool_Dep,97.37373737,ON_0R
2081,-118.9856233,26.89247931,26.25963455,-20.51340555,10.90281807,-132.6988544,-124.4999576,5x3x2xpool_Dep,10,#N/A
1624,20.54190075,36.77212228,32.89351421,36.94744072,39.86026525,-24.82139841,3.865786011,5x3x2xpool_Dep,24.41860465,#N/A
2075,9.400950328,58.94707268,56.77879109,41.24647885,58.0821361,-13.19692416,-8.755773812,5x3x2xpool_Dep,68.79595588,ON_0R
1838,64.20521803,-245.8037012,-230.0676912,67.19074165,-178.9793945,-205.6419621,51.74729216,5x3x2xpool_Dep,97.10586443,ON_0R
1793,60.45444177,-29.31773472,-60.95490617,61.38465509,-13.63593497,-115.7794522,40.90239548,5x3x2xpool_Dep,67.94507576,ON_0R
1975,55.10662814,66.80284468,72.02251659,60.22266703,68.39296699,62.53486663,40.5919881,5x3x2xpool_Dep,87.95620438,ON_0R
1696,61.65577886,-8.530795378,-12.61827083,67.69806237,-4.44979409,-73.62201032,-21.58439347,5x3x2xWOR_Dep,55.45454545,ON_01R
1478,25.30729531,-41.85888229,-41.3909689,40.83670026,-48.66975411,-171.1592438,7.527319737,5x3x2xpool_Dep,93.79310345,ON_0R
1524,-184.6889885,-48.25049977,-48.42010108,-209.0552759,-50.41899243,38.15446252,-131.4309781,5x3x2xpool_Dep,95.00471254,ON_0R
1417,30.72817768,29.69496291,30.16439612,47.51760384,17.86226956,-50.03670874,26.28494772,5x3x2xpool_Dep,19.48717949,#N/A
2053,53.80467987,36.52926652,34.42486861,60.38202873,31.41607714,-10.2425366,53.77111819,5x3x2xpool_Dep,83.15412186,ON_0R
1521,37.04563078,6.297226583,7.470480171,52.97817872,12.64256955,-74.71782616,23.53833213,5x3x2xpool_Dep,61.24567474,ON_0R
1974,50.71264768,46.63795129,37.44481381,62.55022852,37.60872668,-0.991745424,36.6768159,5x3x2xpool_Dep,55.67402894,ON_0R
